Charge Type,Charge Group,Charge Category ,Charge Code,Charge Name,Base Rate,QATARI,GCC,Resident,SHC-GCC,RHC-GCC,SHC,RHC,Visitor,Servant,Handicap,Baby
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002042,Amphotericin B (liposomal) 50 mg INJ,594.578,0,0,118.916,59.458,59.458,59.458,59.458,802.68,118.916,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002043,Amphotericin B 50 mg INJ,54.54,0,0,10.908,5.454,5.454,5.454,5.454,73.629,10.908,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002045,Aztreonam 1000 mg INJ,123.415,0,0,24.683,12.342,12.342,12.342,12.342,166.611,24.683,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002046,Atenolol 25mg TAB,0.416,0,0,2,0.042,0.042,0.042,0.042,0.561,0.083,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002047,Vitamin C (Ascorbic Acid) 500mg Chew. TAB,0.068,0,0,2,0.007,0.007,0.007,0.007,0.092,0.014,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002049,Lidocaine/Tribenoside 40mg/400mg SUPP,0.865,0,0,2,0.086,0.086,0.086,0.086,1.167,0.173,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002050,LORAzepam 4 mg/mL (1 mL) INJ,17.455,0,0,3.491,1.745,1.745,1.745,1.745,23.564,3.491,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002051,Betamethasone 1mg -Cinchocaine 1mg SUPP,0.531,0,0,2,0.053,0.053,0.053,0.053,0.717,0.106,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002052,Betamethasone 1mg -Cinchocaine 5mg (15g) OINT,2.426,0,0,2,0.243,0.243,0.243,0.243,3.275,0.485,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002053,Azathioprine 50 mg INJ,0,0,0,2,0,0,0,0,0,0,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Chronic,8900002054,AzaTHIOprine  25 mg TAB,0.385,0,0,0.039,0.039,0.039,0.039,0.039,0.52,0.039,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002055,Vitamin C (Ascorbic Acid) 100mg Chew. TAB,0.066,0,0,2,0.007,0.007,0.007,0.007,0.089,0.013,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002056,Amoxicillin/Clavulanate 80 mg/11.4 mg/mL (70 mL) SUSP,8.3,0,0,2,0.83,0.83,0.83,0.83,11.205,1.66,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002057,Atenolol 100mg TAB,0.654,0,0,2,0.065,0.065,0.065,0.065,0.882,0.131,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002058,Atropine 0.5 mg/mL (1mL) INJ,1.114,0,0,2,0.111,0.111,0.111,0.111,1.504,0.223,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002059,Atropine 1% (10mL) Eye Drops,5.346,0,0,2,0.535,0.535,0.535,0.535,7.217,1.069,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002060,Atropine 1% (5gm) Eye OINT,119.394,0,0,23.879,11.939,11.939,11.939,11.939,161.182,23.879,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Chronic,8900002061,AzaTHIOprine  50mg TAB,0.597,0,0,0.06,0.06,0.06,0.06,0.06,0.806,0.06,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002064,Atropine 0.01 % Eye Drops,45.13,0,0,9.026,4.513,4.513,4.513,4.513,60.925,9.026,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002066,Acetylcysteine 20% 10mL NEB,59.86,0,0,11.972,5.986,5.986,5.986,5.986,80.811,11.972,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002067,Adefovir 10mg TAB,63.549,0,0,12.71,6.355,6.355,6.355,6.355,85.791,12.71,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002068,Amino Acid (Essential) 5.4% (500mL),136.688,0,0,27.338,13.669,13.669,13.669,13.669,184.528,27.338,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002069,Trace Element (9) (10 mL) INJ,3.195,0,0,2,0.32,0.32,0.32,0.32,4.313,0.639,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002070,Anti-D (Rho) Immune Globulin 250 mcg INJ,156.867,0,0,31.373,15.687,15.687,15.687,15.687,211.77,31.373,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002071,Ezetimibe 10mg TAB,4.732,0,0,2,0.473,0.473,0.473,0.473,6.389,0.946,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Chronic,8900002072,Ganciclovir 500 mg INJ,210.182,0,0,21.018,21.018,21.018,21.018,21.018,283.746,21.018,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002073,EPIrubicin  2 mg/mL (25 mL) INJ,82.576,0,0,16.515,8.258,8.258,8.258,8.258,111.478,16.515,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002074,Adenosine 3 mg/mL (2 mL) INJ,21.084,0,0,4.217,2.108,2.108,2.108,2.108,28.463,4.217,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002075,Scorpion Venom Antiserum (1 mL) INJ,59.432,0,0,11.886,5.943,5.943,5.943,5.943,80.233,11.886,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002076,Snake Venom Antiserum (20 mL) INJ,267.013,0,0,53.403,26.701,26.701,26.701,26.701,360.468,53.403,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002077,ValGANciclovir 450 mg  TAB,58.991,0,0,11.798,5.899,5.899,5.899,5.899,79.637,11.798,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002078,Fluphenazine Decanoate 25 mg/mL (1 mL) INJ,51.921,0,0,10.384,5.192,5.192,5.192,5.192,70.094,10.384,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002079,EPINEPHrine 0.1 mg/mL (10 mL) PFS,33.423,0,0,6.685,3.342,3.342,3.342,3.342,45.121,6.685,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002080,Amikacin 50 mg/mL (2 mL) INJ,1.697,0,0,2,0.17,0.17,0.17,0.17,2.291,0.339,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002081,Amikacin 250 mg/mL (2 mL) INJ,2.58,0,0,2,0.258,0.258,0.258,0.258,3.483,0.516,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002083,Azithromycin 100 mg/mL (5 mL) INJ,37.355,0,0,7.471,3.736,3.736,3.736,3.736,50.43,7.471,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002084,Atropine 0.1 mg/mL (10mL)  PFS,16.074,0,0,3.215,1.607,1.607,1.607,1.607,21.7,3.215,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002086,Atorvastatin 40mg TAB,5.032,0,0,2,0.503,0.503,0.503,0.503,6.793,1.006,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002087,Atorvastatin 10mg TAB,2.184,0,0,2,0.218,0.218,0.218,0.218,2.949,0.437,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002088,Atorvastatin 20mg TAB,3.417,0,0,2,0.342,0.342,0.342,0.342,4.613,0.683,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002089,Azithromycin 250mg CAP,5.568,0,0,2,0.557,0.557,0.557,0.557,7.517,1.114,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002091,Beta-Sitosterol 0.25% (30g) OINT,7.6,0,0,2,0.76,0.76,0.76,0.76,10.26,1.52,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Chronic,8900002094,Teniposide 10 mg/mL (5 mL) INJ,123.14,0,0,12.314,12.314,12.314,12.314,12.314,166.239,12.314,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Oncology Medcations,8900002095,DOXOrubicin 2 mg/mL (25 mL) INJ,31.027,0,0,0,0,0,0,0,41.886,0,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002096,Atenolol 100 mg + Chlorthalidone 25mg Tab,1.477,0,0,2,0.148,0.148,0.148,0.148,1.994,0.295,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Chronic,8900002097,Alfacalcidol 2mcg/mL (20 mL) Oral Drops,163.271,0,0,16.327,16.327,16.327,16.327,16.327,220.416,16.327,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002098,Alfacalcidol 2 mcg/mL (0.5 mL) INJ,10.22,0,0,2.044,1.022,1.022,1.022,1.022,13.798,2.044,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002100,Foscarnet 24 mg/mL (250 mL) INJ,752.893,0,0,150.579,75.289,75.289,75.289,75.289,1016.406,150.579,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002101,Prucalopride 1 mg Tablet,1.374,0,0,2,0.137,0.137,0.137,0.137,1.855,0.275,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002102,Allopurinol 300mg TAB,0.174,0,0,2,0.017,0.017,0.017,0.017,0.235,0.035,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002103,Aluminum/Magnesium Hydroxide 81mg/20mg/mL (1,1.966,0,0,2,0.197,0.197,0.197,0.197,2.654,0.393,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002104,Amphotericin B (lipid complex) 5 mg/mL (20 mL) INJ,624.006,0,0,124.801,62.401,62.401,62.401,62.401,842.409,124.801,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002105,Amoxicillin 1 gm INJ,0,0,0,2,0,0,0,0,0,0,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002106,DOCUSATE 200 MG,0,0,0,2,0,0,0,0,0,0,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002107,Loperamide 2mg CAP,0.156,0,0,2,0.016,0.016,0.016,0.016,0.21,0.031,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002108,Prucalopride 2mg Tab,1.826,0,0,2,0.183,0.183,0.183,0.183,2.465,0.365,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002109,Kaolin-Pectin (120 mL) SUSP,4.99,0,0,2,0.499,0.499,0.499,0.499,6.736,0.998,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002111,Staloral Immunotherapy (DPT - initial therapy) Kit,900,0,0,180,90,90,90,90,1215,180,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002113,Staloral Immunotherapy (DPT - maintenance therapy) Kit,900,0,0,180,90,90,90,90,1215,180,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002114,Staloral Immunotherapy (DF - maintenance therapy) Kit,900,0,0,180,90,90,90,90,1215,180,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002115,Staloral Immunotherapy (Mix - maintenance therapy) Kit,925.001,0,0,185,92.5,92.5,92.5,92.5,1248.752,185,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002116,Staloral Immunotherapy (5 Grasses Mix - maintenance therapy) Kit,924.746,0,0,184.949,92.475,92.475,92.475,92.475,1248.406,184.949,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002117,Staloral Immunotherapy (Bermuda grasses - maintenance therapy) Kit,900,0,0,180,90,90,90,90,1215,180,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002118,Staloral Immunotherapy (DF - initial therapy) Kit,900,0,0,180,90,90,90,90,1215,180,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002119,Staloral Immunotherapy (Mix - initial therapy) Kit,925,0,0,185,92.5,92.5,92.5,92.5,1248.75,185,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002120,Staloral Immunotherapy (5 Grasses Mix - initial therapy) Kit,925,0,0,185,92.5,92.5,92.5,92.5,1248.75,185,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002121,Amoxicillin 25mg/mL (100 mL) SUSP,3.196,0,0,2,0.32,0.32,0.32,0.32,4.314,0.639,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002122,Amoxicillin 50mg/mL (100 mL) SUSP,2.938,0,0,2,0.294,0.294,0.294,0.294,3.967,0.588,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002123,Amoxicillin 100mg/mL Drops (20 mL),5.082,0,0,2,0.508,0.508,0.508,0.508,6.861,1.016,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002124,Amoxicillin DAP Kit,2239.49,0,0,447.898,223.949,223.949,223.949,223.949,3023.312,447.898,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002125,Amitriptyline 2mg/mL (114 mL) SUSP,90.224,0,0,18.045,9.022,9.022,9.022,9.022,121.803,18.045,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002126,suspending vehicle 1 mL Susp,63.939,0,0,12.788,6.394,6.394,6.394,6.394,86.318,12.788,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002127,OraSweet Suspending Vehicle,65.705,0,0,13.141,6.571,6.571,6.571,6.571,88.702,13.141,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002128,Penicillin DAP Kit,2519.598,0,0,503.92,251.96,251.96,251.96,251.96,3401.457,503.92,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002129,Staloral Immunotherapy (Bermuda grasses - initial therapy) Kit,900,0,0,180,90,90,90,90,1215,180,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002130,Meladinine (Methoxsalen1%) PAINT,80.921,0,0,16.184,8.092,8.092,8.092,8.092,109.243,16.184,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002132,Meloxicam 7.5mg SUPP,1.766,0,0,2,0.177,0.177,0.177,0.177,2.385,0.353,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002133,Meloxicam 15mg TAB,0.636,0,0,2,0.064,0.064,0.064,0.064,0.858,0.127,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002134,AmLODIPine-Perindopril Arginine 5mg-5mg TAB,1.606,0,0,2,0.161,0.161,0.161,0.161,2.168,0.321,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002135,AmLODIPine-Perindopril Arginine 5mg-10mg TAB,3.292,0,0,2,0.329,0.329,0.329,0.329,4.445,0.658,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002136,Ropivacaine 2 mg/mL (20 mL) INJ,22.099,0,0,4.42,2.21,2.21,2.21,2.21,29.834,4.42,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002137,Ropivacaine 2 mg /mL(20 mL) Premix INJ,0,0,0,2,0,0,0,0,0,0,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002138,evobupivacaine 1.25mg/mL (100 mL) BAG,0,0,0,2,0,0,0,0,0,0,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002139,Levobupivacaine1.25mg/mL (200 mL) BAG,0,0,0,2,0,0,0,0,0,0,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002140,AmLODIPine 10mg CAP,2.243,0,0,2,0.224,0.224,0.224,0.224,3.027,0.449,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002143,Febuxostat 80mg TABLET,3.156,0,0,2,0.316,0.316,0.316,0.316,4.26,0.631,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002145, Staloral Immunotherapy (Cat - initial therapy) Kit,925,0,0,185,92.5,92.5,92.5,92.5,1248.75,185,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002146,STALORAL CAT (MAINTENANCE THERAPY),925,0,0,185,92.5,92.5,92.5,92.5,1248.75,185,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002150,Acetone BP 1L,39.819,0,0,7.964,3.982,3.982,3.982,3.982,53.755,7.964,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002155,Citric Acid Monohydrate 500gm Powder,0.249,0,0,2,0.025,0.025,0.025,0.025,0.336,0.05,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002156,Citric Acid Powder,183.24,0,0,36.648,18.324,18.324,18.324,18.324,247.374,36.648,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002157,Salicylic Acid Powder,175.31,0,0,35.062,17.531,17.531,17.531,17.531,236.668,35.062,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002159,Boric Acid BP (1.5KG),66.46,0,0,13.292,6.646,6.646,6.646,6.646,89.722,13.292,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002160,"Acetic Acid, Glacial",26.2,0,0,5.24,2.62,2.62,2.62,2.62,35.37,5.24,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002172,Sodium Glycerophosphate (2 mmol Sodium/1 mmo,17.212,0,0,3.442,1.721,1.721,1.721,1.721,23.236,3.442,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002181,Basiliximab 20 mg INJ,5152.033,0,0,1030.407,515.203,515.203,515.203,515.203,6955.245,1030.407,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002182,Benzoyl Peroxide 5% (40 gm) Gel,7.436,0,0,2,0.744,0.744,0.744,0.744,10.039,1.487,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002183,Benzoyl Peroxide 5% (30mL) Lotion,24.504,0,0,4.901,2.45,2.45,2.45,2.45,33.081,4.901,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002184,ZZ-BULK LAXATIVE POWDER 35GM(892185),4.87,0,0,2,0.487,0.487,0.487,0.487,6.575,0.974,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002185,Ispaghula Husk 3.5 gm Sachet,0.484,0,0,2,0.048,0.048,0.048,0.048,0.653,0.097,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002186,Ispaghula husk/senna (250 gm) Granules,13.305,0,0,2.661,1.331,1.331,1.331,1.331,17.962,2.661,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002187,Bromocriptine 2.5mg TAB,0.909,0,0,2,0.091,0.091,0.091,0.091,1.227,0.182,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002188,"Penicillin G Benzathine 1,200,000 units INJ",2.392,0,0,2,0.239,0.239,0.239,0.239,3.229,0.478,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002189,InFLIXimab  10 mg/mL (10 mL) INJ,833.726,0,0,166.745,83.373,83.373,83.373,83.373,1125.53,166.745,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002190,Levobupivacaine 0.5% 10 Vial,8.457,0,0,2,0.846,0.846,0.846,0.846,11.417,1.691,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002191,"Bupivacaine 0.5% AND Epi 1:200,000 (10 mL) INJ",17.032,0,0,3.406,1.703,1.703,1.703,1.703,22.993,3.406,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002192,"Bupivacaine 0.25% AND Epi 1:200,000 (10 mL) INJ",23.722,0,0,4.745,2.372,2.372,2.372,2.372,32.025,4.745,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002193,Baclofen 10mg TAB,0.417,0,0,2,0.042,0.042,0.042,0.042,0.562,0.083,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002194,CLindamycin1%+BENZOYL PEROXIDE5% (25 gm) GEL,4.131,0,0,2,0.413,0.413,0.413,0.413,5.577,0.826,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002195,Bromazepam 3mg TAB,1.564,0,0,2,0.156,0.156,0.156,0.156,2.111,0.313,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002196,Sodium Picosulfate/Magnesium Oxide/Citric Ac,9.44,0,0,2,0.944,0.944,0.944,0.944,12.744,1.888,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002197,Bupivacaine 0.25%  (20 mL) INJ,5.462,0,0,2,0.546,0.546,0.546,0.546,7.374,1.092,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002198,Ropivacaine 2 mg INJ,0,0,0,2,0,0,0,0,0,0,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002200,Bretylium Tosylate 50 mg/mL 10 mL INJ,62.08,0,0,12.416,6.208,6.208,6.208,6.208,83.808,12.416,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002201,Botulinum Toxin Type A (OnabotulinumtoxinA) 100 I.U INJ,549.174,0,0,109.835,54.917,54.917,54.917,54.917,741.386,109.835,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002202,Bromhexine 2 mg/mL (2 mL) INJ,32.101,0,0,6.42,3.21,3.21,3.21,3.21,43.336,6.42,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002203,Bromhexine 8mg TAB,0.106,0,0,2,0.011,0.011,0.011,0.011,0.143,0.021,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002204,Calcipotriol/Betamethasone Dipro.(30 gm) GEL,128.046,0,0,25.609,12.805,12.805,12.805,12.805,172.862,25.609,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900002205,Ampicillin/Sulbactam 2gm/1gm INJ,5.234,0,0,2,0.523,0.523,0.523,0.523,7.066,1.047,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,NO DISCOUNT MEDICATION(s),8900002207,Erenumab 70 mg Pen Injection,1855,0,1855,1855,1855,1855,1855,1855,2504.25,1855,1855,1855
